Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Nane,Reviewer_Sart,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profil_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date,Topic,Sentiment,Sub_Topic
Ghana,Sunyani,Ecobank Sunyani Branch,+233 35 202 5498,"Sunyani, Ghana",ecobank.com,Dave Ononose,3,NAN,2014-06-30,0,https://www.google.com/maps/contrib/104094475786227886229/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Sunyani,Hfc Bank In Sunyani,Not available,"9J3Q+5P8, Unnamed Road, Sunyani, Ghana",not available,Emmanuel Lathbridge,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/107507967623857445151/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Sunyani,Fidelity Bank - Sunyani Main,Not available,"8Mmh+7Gq Opposite Vra, Sunyani Main, Sunyani, Ghana",fidelitybank.com.gh,Emmanuel Abudu Tinwani,4,NAN,2016-06-29,0,https://www.google.com/maps/contrib/113594705531852657929/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Sunyani,Prudential Bank Ltd. - Sunyani Branch,Not available,"8Mjf+6W7, Sunyani, Ghana",prudentialbank.com.gh,Malik Salifu,5,NAN,2023-06-28,0,https://www.google.com/maps/contrib/107309179750971090049/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Sunyani,Stanbic Bank - Sunyani,+233 35 202 5512,"House No. 72, Block D, Behind The Stadium, Sunyani 12345, Ghana",stanbic.com.gh,Kwadwo Anane,4,NAN,2014-06-30,0,https://www.google.com/maps/contrib/103190516610980926628/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Sunyani,Fidelity Bank - Sunyani Post,+233 57 799 9059,"8Mmc+G6C Regional Post Office, Opposite Ssnit House, Sunyani, Ghana",fidelitybank.com.gh,Kusi Osborn,5,Bon service client,2023-09-01,0,https://www.google.com/maps/contrib/100612868290883929032/reviews?hl=fr,,0000-00-00,bon service client,Positive,"['rapide', 'précis', 'courtois']"
Ghana,Sunyani,Fidelity Bank - Sunyani Post,+233 57 799 9059,"8Mmc+G6C Regional Post Office, Opposite Ssnit House, Sunyani, Ghana",fidelitybank.com.gh,Kusi Osborn,5,Bon service client,2023-09-01,0,https://www.google.com/maps/contrib/100612868290883929032/reviews?hl=fr,,0000-00-00,problèmes techniques,Negative,"['incompréhensible', 'lent', 'frustrant']"
Ghana,Sunyani,Fidelity Bank - Sunyani Post,+233 57 799 9059,"8Mmc+G6C Regional Post Office, Opposite Ssnit House, Sunyani, Ghana",fidelitybank.com.gh,Kusi Osborn,5,Bon service client,2023-09-01,0,https://www.google.com/maps/contrib/100612868290883929032/reviews?hl=fr,,0000-00-00,communications,Neutral,[]
Ghana,Sunyani,"Arb Apex Bank Ltd, Sunyani Branck",Not available,"8Mcp+R83, Sunyani, Ghana",not available,Selorm Onray Ahorlu,4,Les banquiers sont cool et ils font de leur mieux,2017-06-29,0,https://www.google.com/maps/contrib/112678365138582411271/reviews?hl=fr,,0000-00-00,Banquiers sont cool,Positive,"['très cool', 'sympathique']"
Ghana,Sunyani,"Arb Apex Bank Ltd, Sunyani Branck",Not available,"8Mcp+R83, Sunyani, Ghana",not available,Selorm Onray Ahorlu,4,Les banquiers sont cool et ils font de leur mieux,2017-06-29,0,https://www.google.com/maps/contrib/112678365138582411271/reviews?hl=fr,,0000-00-00,Faire de leur mieux,Positive,"['efficace', 'débrouillard']"
Ghana,Sunyani,"Arb Apex Bank Ltd, Sunyani Branck",Not available,"8Mcp+R83, Sunyani, Ghana",not available,Selorm Onray Ahorlu,4,Les banquiers sont cool et ils font de leur mieux,2017-06-29,0,https://www.google.com/maps/contrib/112678365138582411271/reviews?hl=fr,,0000-00-00,Recommandation,Neutre,[]
Ghana,Sunyani,Zenith Bank - Sunyani Branch,+233 35 202 5888,"Sunyani Central, J. A. Adom Building (Old Gntc) Sunyani., Sunyani 12345, Ghana",not available,Stevooboy History,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/112969092094830747700/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Sunyani,Ghana Commercial Bank,Not available,"8Mmh+6Gh, Sunyani, Ghana",not available,Richard Owusu,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/101754180003363840433/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Sunyani,Gcb Bank,+233 35 202 4084,"Odumase Road, Sunyani, Ghana",gcbbank.com.gh,Kusi Osborn,5,Près de Cocobod,2023-09-01,0,https://www.google.com/maps/contrib/100612868290883929032/reviews?hl=fr,,0000-00-00,Cocobod,Positive,"['bonne réputation', 'très efficace']"
Ghana,Sunyani,Gcb Bank,+233 35 202 4084,"Odumase Road, Sunyani, Ghana",gcbbank.com.gh,Kusi Osborn,5,Près de Cocobod,2023-09-01,0,https://www.google.com/maps/contrib/100612868290883929032/reviews?hl=fr,,0000-00-00,Frais de transaction,Negative,"['élevés', 'injustifiés']"
Ghana,Sunyani,Gcb Bank,+233 35 202 4084,"Odumase Road, Sunyani, Ghana",gcbbank.com.gh,Kusi Osborn,5,Près de Cocobod,2023-09-01,0,https://www.google.com/maps/contrib/100612868290883929032/reviews?hl=fr,,0000-00-00,Service après-vente,Neutral,[]
Ghana,Sunyani,Gcb Bank,+233 35 202 4084,"Odumase Road, Sunyani, Ghana",gcbbank.com.gh,Kusi Osborn,5,Près de Cocobod,2023-09-01,0,https://www.google.com/maps/contrib/100612868290883929032/reviews?hl=fr,,0000-00-00,Contrôle qualité,Positive,"['satisfaisant', 'soigneux']"
Ghana,Sunyani,Gcb Bank,+233 35 202 4084,"Odumase Road, Sunyani, Ghana",gcbbank.com.gh,Kusi Osborn,5,Près de Cocobod,2023-09-01,0,https://www.google.com/maps/contrib/100612868290883929032/reviews?hl=fr,,0000-00-00,Formation des employés,Neutral,"['bien organisée', 'peu de temps pour les utilisateurs']"
Ghana,Sunyani,National Investment Bank,Not available,"8Mmf+Hcm, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Nana Owusu,3,NAN,2018-06-29,0,https://www.google.com/maps/contrib/113618271969529745277/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Sunyani,Sinapi Aba Savings And Loans Ltd. Sunyani Branch.,+233 35 202 8694,"8Mmf+38W Sunyani Methodist Jhs, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Ntow Sabio,4,Super,2019-06-29,0,https://www.google.com/maps/contrib/113648187694189784065/reviews?hl=fr,,0000-00-00,Super,Positive,"['amazing', 'superb']"
Ghana,Sunyani,Barclays Bank,Not available,"8Mpf+48J, Sunyani, Ghana",not available,Enock Oteng Amponsah (Waxy Hundred Billion),4,Prestations rapides,2018-06-29,0,https://www.google.com/maps/contrib/103241634498554417269/reviews?hl=fr,,0000-00-00,Prestations rapides,Positive,"['rapide', 'simple', 'facile']"
Ghana,Sunyani,Barclays Bank,Not available,"8Mpf+48J, Sunyani, Ghana",not available,Enock Oteng Amponsah (Waxy Hundred Billion),4,Prestations rapides,2018-06-29,0,https://www.google.com/maps/contrib/103241634498554417269/reviews?hl=fr,,0000-00-00,Conseils,Neutral,[]
Ghana,Sunyani,Barclays Bank,Not available,"8Mpf+48J, Sunyani, Ghana",not available,Enock Oteng Amponsah (Waxy Hundred Billion),4,Prestations rapides,2018-06-29,0,https://www.google.com/maps/contrib/103241634498554417269/reviews?hl=fr,,0000-00-00,Taxes,Negative,"['complexes', 'lourdes']"
Ghana,Sunyani,Sahel-Sahara Bank,Not available,"8Mmf+Vx9, Stadium Road, Sunyani, Ghana",not available,Mohammed Sharif,3,Bonnes prestations ☺️,2022-06-28,0,https://www.google.com/maps/contrib/114048730406420012354/reviews?hl=fr,,0000-00-00,Bonnes prestations,Positive,"['bon', 'sérieux', 'efficace']"
Ghana,Sunyani,Sahel-Sahara Bank,Not available,"8Mmf+Vx9, Stadium Road, Sunyani, Ghana",not available,Mohammed Sharif,3,Bonnes prestations ☺️,2022-06-28,0,https://www.google.com/maps/contrib/114048730406420012354/reviews?hl=fr,,0000-00-00,prise en charge rapide,Positive,"['rapide', 'simple', 'précis']"
Ghana,Sunyani,Sahel-Sahara Bank,Not available,"8Mmf+Vx9, Stadium Road, Sunyani, Ghana",not available,Mohammed Sharif,3,Bonnes prestations ☺️,2022-06-28,0,https://www.google.com/maps/contrib/114048730406420012354/reviews?hl=fr,,0000-00-00,expérience positive,Positive,"['positive', 'agréable', 'jolie']"
Ghana,Sunyani,Sahel-Sahara Bank,Not available,"8Mmf+Vx9, Stadium Road, Sunyani, Ghana",not available,Mohammed Sharif,3,Bonnes prestations ☺️,2022-06-28,0,https://www.google.com/maps/contrib/114048730406420012354/reviews?hl=fr,,0000-00-00,service client satisfaisant,Neutral,[]
Ghana,Sunyani,Sahel-Sahara Bank,Not available,"8Mmf+Vx9, Stadium Road, Sunyani, Ghana",not available,Mohammed Sharif,3,Bonnes prestations ☺️,2022-06-28,0,https://www.google.com/maps/contrib/114048730406420012354/reviews?hl=fr,,0000-00-00,moyenne qualité de service,Neutral,"['moyenne', 'normal']"
Ghana,Sunyani,Sahel-Sahara Bank,Not available,"8Mmf+Vx9, Stadium Road, Sunyani, Ghana",not available,Mohammed Sharif,3,Bonnes prestations ☺️,2022-06-28,0,https://www.google.com/maps/contrib/114048730406420012354/reviews?hl=fr,,0000-00-00,manque d'offre,Negative,"['faible', 'insuffisante']"
Ghana,Sunyani,Sahel-Sahara Bank,Not available,"8Mmf+Vx9, Stadium Road, Sunyani, Ghana",not available,Mohammed Sharif,3,Bonnes prestations ☺️,2022-06-28,0,https://www.google.com/maps/contrib/114048730406420012354/reviews?hl=fr,,0000-00-00,problèmes récurrents,Negative,"['fréquent', 'répété']"
Ghana,Sunyani,Sahel-Sahara Bank,Not available,"8Mmf+Vx9, Stadium Road, Sunyani, Ghana",not available,Mohammed Sharif,3,Bonnes prestations ☺️,2022-06-28,0,https://www.google.com/maps/contrib/114048730406420012354/reviews?hl=fr,,0000-00-00,Bonnes prestations,Positive,"['réel', 'satisfaisant']"
Ghana,Sunyani,Sahel-Sahara Bank,Not available,"8Mmf+Vx9, Stadium Road, Sunyani, Ghana",not available,Mohammed Sharif,3,Bonnes prestations ☺️,2022-06-28,0,https://www.google.com/maps/contrib/114048730406420012354/reviews?hl=fr,,0000-00-00,présentation des produits,Positive,"['varie', 'interessant']"
Ghana,Sunyani,Sahel-Sahara Bank,Not available,"8Mmf+Vx9, Stadium Road, Sunyani, Ghana",not available,Mohammed Sharif,3,Bonnes prestations ☺️,2022-06-28,0,https://www.google.com/maps/contrib/114048730406420012354/reviews?hl=fr,,0000-00-00,Prix,Negative,"['élevé', 'trop élevé']"
Ghana,Sunyani,Sahel-Sahara Bank,Not available,"8Mmf+Vx9, Stadium Road, Sunyani, Ghana",not available,Mohammed Sharif,3,Bonnes prestations ☺️,2022-06-28,0,https://www.google.com/maps/contrib/114048730406420012354/reviews?hl=fr,,0000-00-00,Service après-vente,Neutre,[]
Ghana,Sunyani,Sahel-Sahara Bank,Not available,"8Mmf+Vx9, Stadium Road, Sunyani, Ghana",not available,Mohammed Sharif,3,Bonnes prestations ☺️,2022-06-28,0,https://www.google.com/maps/contrib/114048730406420012354/reviews?hl=fr,,0000-00-00,livraison,Positive,"['rapide', 'satisfaisant']"
Ghana,Sunyani,Best Point Savings And Loan Ltd,Not available,"8Mjc+Xw8, Sunyani, Ghana",bestpointgh.com,Ntow Sabio,4,Bon,2019-06-29,0,https://www.google.com/maps/contrib/113648187694189784065/reviews?hl=fr,,0000-00-00,Bon,Positive,"['très bon', 'bon qualité']"
Ghana,Sunyani,Best Point Savings And Loan Ltd,Not available,"8Mjc+Xw8, Sunyani, Ghana",bestpointgh.com,Ntow Sabio,4,Bon,2019-06-29,0,https://www.google.com/maps/contrib/113648187694189784065/reviews?hl=fr,,0000-00-00,qualité,Positive,"['élevée', 'trop bien']"
Ghana,Sunyani,Best Point Savings And Loan Ltd,Not available,"8Mjc+Xw8, Sunyani, Ghana",bestpointgh.com,Ntow Sabio,4,Bon,2019-06-29,0,https://www.google.com/maps/contrib/113648187694189784065/reviews?hl=fr,,0000-00-00,appreciation,Positive,"['grande', 'immense']"
Ghana,Sunyani,Gn Bank,+233 50 132 8636,"8Mmh+G2V, Sunyani, Ghana",not available,Wiredu Ampofo,3,NAN,2018-06-29,0,https://www.google.com/maps/contrib/106846873328429891085/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Sunyani,Opportunity International Savings And Loans - Sunyani,+233 35 202 3708,"8Mmf+Fgv, Unnamed Road, Sunyani, Ghana",not available,Rosina Rosina,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/108737360742133767072/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Sunyani,Sg Bank,Not available,"8Mmc+Q7H, Sunyani - Wenchi Road, Sunyani, Ghana",not available,David Asomani,4,NAN,2017-06-29,0,https://www.google.com/maps/contrib/108148299570491469059/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Sunyani,Databank,Not available,"8Mmc+Jf7 Main Gcb Bank, Third Floor, Sunyani, Ghana",databankgroup.com,Ebenezer Asamoah,1,La banque de données est la meilleure,2020-06-28,0,https://www.google.com/maps/contrib/102975361097960241977/reviews?hl=fr,,0000-00-00,La banque de données est la meilleure,Positive,"['meilleure', 'rapidite']"
Ghana,Sunyani,Databank,Not available,"8Mmc+Jf7 Main Gcb Bank, Third Floor, Sunyani, Ghana",databankgroup.com,Ebenezer Asamoah,1,La banque de données est la meilleure,2020-06-28,0,https://www.google.com/maps/contrib/102975361097960241977/reviews?hl=fr,,0000-00-00,Les données sont partielles,Negative,"['partielles', 'incomplet']"
Ghana,Sunyani,Databank,Not available,"8Mmc+Jf7 Main Gcb Bank, Third Floor, Sunyani, Ghana",databankgroup.com,Ebenezer Asamoah,1,La banque de données est la meilleure,2020-06-28,0,https://www.google.com/maps/contrib/102975361097960241977/reviews?hl=fr,,0000-00-00,Le système est facile à utiliser,Neutral,[]
Ghana,Sunyani,Adb - Kwapong Branch,+233 35 219 2102,"Kwapong Main Road, Adjacent Pbc Office, Sunyani 12345, Ghana",not available,Karim Abdul Wahab,5,Cela a été l’endroit le plus agréable de ma vie. Les gens sont sympathiques et gentils. Je prie pour visiter et faire de cette communauté la meilleure du genre.,2014-06-30,0,https://www.google.com/maps/contrib/111867337479224453075/reviews?hl=fr,,0000-00-00,Cela,Positive,['agrable']
Ghana,Sunyani,Adb - Kwapong Branch,+233 35 219 2102,"Kwapong Main Road, Adjacent Pbc Office, Sunyani 12345, Ghana",not available,Karim Abdul Wahab,5,Cela a été l’endroit le plus agréable de ma vie. Les gens sont sympathiques et gentils. Je prie pour visiter et faire de cette communauté la meilleure du genre.,2014-06-30,0,https://www.google.com/maps/contrib/111867337479224453075/reviews?hl=fr,,0000-00-00,Les gens,Positive,"['sympathiques', 'gentils']"
Ghana,Sunyani,Adb - Kwapong Branch,+233 35 219 2102,"Kwapong Main Road, Adjacent Pbc Office, Sunyani 12345, Ghana",not available,Karim Abdul Wahab,5,Cela a été l’endroit le plus agréable de ma vie. Les gens sont sympathiques et gentils. Je prie pour visiter et faire de cette communauté la meilleure du genre.,2014-06-30,0,https://www.google.com/maps/contrib/111867337479224453075/reviews?hl=fr,,0000-00-00,Je prie,Positive,['visiter']
Ghana,Sunyani,Kaaseman Rural Bank Ltd,Not available,"8Mmf+Jwq, Sunyani, Ghana",not available,Kelvin Boison,3,NAN,2019-06-29,0,https://www.google.com/maps/contrib/113284247764030448020/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Sunyani,Capital Rural Bank Ltd.,Not available,"8Mcp+Qf2, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Arafat Obeng Anarfi,5,Aimer,2023-10-31,0,https://www.google.com/maps/contrib/105263027361562098004/reviews?hl=fr,,0000-00-00,Aimer sans conditionner,Positive,"['amour', 'acceptation']"
Ghana,Sunyani,Capital Rural Bank Ltd.,Not available,"8Mcp+Qf2, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Arafat Obeng Anarfi,5,Aimer,2023-10-31,0,https://www.google.com/maps/contrib/105263027361562098004/reviews?hl=fr,,0000-00-00,Se sentir aimé,Negative,"['rejet', 'indifférence']"
Ghana,Sunyani,Capital Rural Bank Ltd.,Not available,"8Mcp+Qf2, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Arafat Obeng Anarfi,5,Aimer,2023-10-31,0,https://www.google.com/maps/contrib/105263027361562098004/reviews?hl=fr,,0000-00-00,Apprécier l'amitié,Neutral,[]
Ghana,Sunyani,Capital Rural Bank Ltd.,Not available,"8Mcp+Qf2, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Arafat Obeng Anarfi,5,Aimer,2023-10-31,0,https://www.google.com/maps/contrib/105263027361562098004/reviews?hl=fr,,0000-00-00,Aimer,Positive,"['très agréable', 'inspirant', 'amusant', 'divertissant', 'bienfaitur']"
Ghana,Sunyani,Capital Rural Bank Ltd.,Not available,"8Mcp+Qf2, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Arafat Obeng Anarfi,5,Aimer,2023-10-31,0,https://www.google.com/maps/contrib/105263027361562098004/reviews?hl=fr,,0000-00-00,Injuste,Negative,"['injustifiable', 'décevant', 'exaspérant']"
Ghana,Sunyani,Capital Rural Bank Ltd.,Not available,"8Mcp+Qf2, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Arafat Obeng Anarfi,5,Aimer,2023-10-31,0,https://www.google.com/maps/contrib/105263027361562098004/reviews?hl=fr,,0000-00-00,Aimer,Positive,"['amour', 'passion']"
Ghana,Sunyani,Capital Rural Bank Ltd.,Not available,"8Mcp+Qf2, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Arafat Obeng Anarfi,5,Aimer,2023-10-31,0,https://www.google.com/maps/contrib/105263027361562098004/reviews?hl=fr,,0000-00-00,J'aime,Positive,"['plaisir', 'jouissance']"
Ghana,Sunyani,Capital Rural Bank Ltd.,Not available,"8Mcp+Qf2, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Arafat Obeng Anarfi,5,Aimer,2023-10-31,0,https://www.google.com/maps/contrib/105263027361562098004/reviews?hl=fr,,0000-00-00,Faire l'amour,Positive,"['joie', 'épanouissement']"
Ghana,Sunyani,Capital Rural Bank Ltd.,Not available,"8Mcp+Qf2, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Arafat Obeng Anarfi,5,Aimer,2023-10-31,0,https://www.google.com/maps/contrib/105263027361562098004/reviews?hl=fr,,0000-00-00,S'aimer,Positive,"['acceptation', 'estime']"
Ghana,Sunyani,Capital Rural Bank Ltd.,Not available,"8Mcp+Qf2, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Arafat Obeng Anarfi,5,Aimer,2023-10-31,0,https://www.google.com/maps/contrib/105263027361562098004/reviews?hl=fr,,0000-00-00,Etre aimé(e),Positive,"['chaleur', 'sûreté']"
Ghana,Sunyani,Capital Rural Bank Ltd.,Not available,"8Mcp+Qf2, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Arafat Obeng Anarfi,5,Aimer,2023-10-31,0,https://www.google.com/maps/contrib/105263027361562098004/reviews?hl=fr,,0000-00-00,Aimer soi-même,Neutral,[]
Ghana,Sunyani,Capital Rural Bank Ltd.,Not available,"8Mcp+Qf2, Kumasi-Sunyani Rd, Sunyani, Ghana",not available,Arafat Obeng Anarfi,5,Aimer,2023-10-31,0,https://www.google.com/maps/contrib/105263027361562098004/reviews?hl=fr,,0000-00-00,Ne pas aimer,Negative,"['rejet', 'indifférence']"
Ghana,Sunyani,Adb - Goaso,+233 35 209 1918,"Goaso Road, 100 Metres Away From The Lorry Station And Adjacent To Glory Oil Filling Station, Sunyani 12345, Ghana",not available,Selorm Onray Ahorlu,4,"Un service efficace, un bon service client et de l'argent facilement disponible à la banque et au guichet automatique.",2018-06-29,1,https://www.google.com/maps/contrib/112678365138582411271/reviews?hl=fr,,0000-00-00,service efficace,Positive,"['un', 'bon']"
Ghana,Sunyani,Adb - Goaso,+233 35 209 1918,"Goaso Road, 100 Metres Away From The Lorry Station And Adjacent To Glory Oil Filling Station, Sunyani 12345, Ghana",not available,Selorm Onray Ahorlu,4,"Un service efficace, un bon service client et de l'argent facilement disponible à la banque et au guichet automatique.",2018-06-29,1,https://www.google.com/maps/contrib/112678365138582411271/reviews?hl=fr,,0000-00-00,bon service client,Positive,['facilement']
Ghana,Sunyani,Adb - Goaso,+233 35 209 1918,"Goaso Road, 100 Metres Away From The Lorry Station And Adjacent To Glory Oil Filling Station, Sunyani 12345, Ghana",not available,Selorm Onray Ahorlu,4,"Un service efficace, un bon service client et de l'argent facilement disponible à la banque et au guichet automatique.",2018-06-29,1,https://www.google.com/maps/contrib/112678365138582411271/reviews?hl=fr,,0000-00-00,argent disponible,Positive,"['banque', 'guichet automatique']"
Ghana,Tamale,Bank Of Ghana,+233 37 202 2130,"C545+Fj4, Bank Rd, Tamale, Ghana",bog.gov.gh,Gissela Quispe Cortes,5,NAN,2015-06-30,0,https://www.google.com/maps/contrib/101087494602920538576/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Tamale,Standard Chartered Bank Tamale,+233 30 263 3538,"Melcom, Bolgatanga - Tamale Rd Near Rivoli Cinema, Tamale, Ghana",sc.com,Abdullah Seidu Nindoo,5,NAN,2022-06-28,0,https://www.google.com/maps/contrib/111722198953229851530/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Tamale,Access Bank - Tamale Branch,+233 37 202 7217,"C535+X8H, Tamale, Ghana",ghana.accessbankplc.com,Shahabdeen Abdul-Moomin,4,NAN,2018-06-29,0,https://www.google.com/maps/contrib/100820307499365417896/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Tamale,Gtbank Tamale Branch,+233 37 202 7900,"Plot No. 23 Off Salaga Road, Ward “D” Commercial Area, Tamale, Tamale, Ghana",gtbghana.com,Kwabena Agyei Danso,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/116894332839025704844/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Tamale,Republic Bank - Tamale Branch,Not available,"C535+9P2, Salaga Rd, Tamale, Ghana",not available,Wilbert Kwesi Nyador,4,Bel endroit,2021-06-28,0,https://www.google.com/maps/contrib/117498639946845904351/reviews?hl=fr,,0000-00-00,bel,Positive,['endroit']
Ghana,Tamale,Republic Bank - Tamale Branch,Not available,"C535+9P2, Salaga Rd, Tamale, Ghana",not available,Wilbert Kwesi Nyador,4,Bel endroit,2021-06-28,0,https://www.google.com/maps/contrib/117498639946845904351/reviews?hl=fr,,0000-00-00,lieu de rencontre,Positive,"['amical', 'relaxant']"
Ghana,Tamale,Republic Bank - Tamale Branch,Not available,"C535+9P2, Salaga Rd, Tamale, Ghana",not available,Wilbert Kwesi Nyador,4,Bel endroit,2021-06-28,0,https://www.google.com/maps/contrib/117498639946845904351/reviews?hl=fr,,0000-00-00,naturel,Neutral,[]
Ghana,Tamale,Republic Bank - Tamale Branch,Not available,"C535+9P2, Salaga Rd, Tamale, Ghana",not available,Wilbert Kwesi Nyador,4,Bel endroit,2021-06-28,0,https://www.google.com/maps/contrib/117498639946845904351/reviews?hl=fr,,0000-00-00,mariage,Negative,"['très compliqué', 'pénible']"
Ghana,Tamale,Societe Generale Ghana- Tamale Branch,+233 37 202 3437,"C527+G4C, Salaga Rd, Tamale, Ghana",not available,Eva Eric,3,NAN,2020-06-28,0,https://www.google.com/maps/contrib/110934463027589144114/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Tamale,Stanbic Bank - Tamale Branch,+233 30 281 5789,"Tamale Old Nestle Building Opposite V.R.A Area Office Area Office, Tamale, Ghana",stanbicbank.com.gh,Ekram Mo,1,NAN,2018-06-29,0,https://www.google.com/maps/contrib/106372596376338484006/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Ghana,Tamale,Gcb Bank - Tamale Market Branch,+233 37 202 2606,"P.O. Box 766, Tamale - Tolon Road, Tamale, Ghana",gcbbank.com.gh,Abdul-Somed Mohammed,3,NAN,2013-06-30,0,https://www.google.com/maps/contrib/104672368091454577662/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Tamale,Ecobank Tamale Branch,+233 37 202 7933,"C5P6+V78, Bolgatanga Rd, Tamale, Ghana",ecobank.com,Kwabena Agyei Danso,4,NAN,2017-06-29,0,https://www.google.com/maps/contrib/116894332839025704844/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Tamale,Calbank,+233 55 649 0018,"Tamale, Ghana",calbank.net,Haruna Yahuzah,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/102130909041746969678/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Tamale,Hfc Bank - Tamale Branch,+233 37 202 5220,"No 8 Daboya Street, Old Market, Tamale 12345, Ghana",not available,Kwabena Agyei Danso,4,NAN,2017-06-29,0,https://www.google.com/maps/contrib/116894332839025704844/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Tamale,Uba Tamale,+233 37 209 9002,"Plot C4, North Lamashegu Res Area, Ward M, Tamale, Ghana",ubaghana.com,Don Martin,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/102162044983144499240/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Tamale,Fidelity Bank,+233 57 799 9026,"Plot No, C558+3W4, 8 & 9 Salaga Rd, Tamale, Ghana",fidelitybank.com.gh,Abdulai Elijah,4,NAN,2023-06-28,0,https://www.google.com/maps/contrib/109054396658202454960/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Tamale,Gcb Bank,+233 30 266 4910,"Salaga Rd, Tamale, Ghana",not available,James Atta Aglah,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/109146690698543208303/reviews?hl=fr,Merci d'avoir choisi GCB Bank PLC.,2023-06-28,Expérience,Positive,[]
Ghana,Tamale,National Investment Bank - Tamale Branch,+233 37 202 2420,"C534+Rfc, Tamale - Tolon Rd, Tamale, Ghana",not available,Shahabdeen Abdul-Moomin,3,NAN,2018-06-29,0,https://www.google.com/maps/contrib/100820307499365417896/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Tamale,Absa | Branch | Tamale,+233 37 202 2278,"Yendi Road New Commercial Ext Northern, Tamale, Ghana",absa.com.gh,Kwabena Agyei Danso,4,NAN,2017-06-29,0,https://www.google.com/maps/contrib/116894332839025704844/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Tamale,Stanbic Bank - Tamale,+233 37 202 7363,"Tamala High Street, Opposite Vra Offices, Tamale 12345, Ghana",stanbic.com.gh,Kwabena Agyei Danso,4,NAN,2017-06-29,0,https://www.google.com/maps/contrib/116894332839025704844/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Tamale,"My Bank Financial Service Ltd, Tamale Main",+233 37 209 8717,"C525+Vc8, Tamale, Ghana",not available,ศรีชนม์ บุณฑริกวงศ์,2,pirate,2019-06-29,0,https://www.google.com/maps/contrib/101546193228633715952/reviews?hl=fr,,0000-00-00,Pirate Life,Positive,"['fun', 'adventure', 'excitement']"
